Sentence,Sentiment,predicted_sentiment_bert,confidence_bert
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,POS,LABEL_0,0.5016219019889832
News FeedFTSE 100 movers: LSE surges as ICE says mulling offer; Ashtead and Barclays tank,POS,LABEL_0,0.5016219019889832
Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),POS,LABEL_0,0.5453495979309082
Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),POS,LABEL_0,0.5453495979309082
Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),POS,LABEL_0,0.5453495979309082
Intertek swings to Â£347 mln loss on oil's slump,NEG,LABEL_0,0.513206422328949
Sanofi poaches AstraZeneca scientist as new research head,POS,LABEL_0,0.5485332012176514
Tesco breaks its downward slide by cutting sales decline in half,POS,LABEL_0,0.5361209511756897
"News FeedSchroders books solid earnings growth, several board changes",POS,LABEL_0,0.5187433362007141
Intertek Group announces strategic update outlining its plan,POS,LABEL_0,0.5143815279006958
London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,POS,LABEL_0,0.5271592140197754
Tullow Oil Suspends Dividend Amid Oil Price Fall,NEG,LABEL_0,0.5267231464385986
NYSE owner ICE may gatecrash Deutsche Boerse-LSE merger,NEG,LABEL_0,0.5425485372543335
AB InBev to Sell SABMiller Stake in China's Snow Beer,NEG,LABEL_0,0.541759192943573
LSE-Deutsche Boerse merger would signal end to exchange mega-deals,POS,LABEL_0,0.5492215752601624
RBS Pays $1.7 Billion to Scrap U.K. Treasury's Dividend Rights,POS,LABEL_0,0.5481545925140381
Industry NewsWolseley confident in reslilience amid mixed markets,POS,LABEL_0,0.5054428577423096
Tesco criticised for 'disgraceful' advert showing domestic worker being slapped,NEG,LABEL_0,0.5033265352249146
FTSE edges up as investors cheer Kingfisher results,POS,LABEL_0,0.5142292380332947
Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,POS,LABEL_0,0.5350167751312256
Britain's FTSE gets lift from Prudential results,POS,LABEL_0,0.544928252696991
Amazon's grocery deal with Morrisons is only the beginning,POS,LABEL_0,0.530978798866272
"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",NEG,LABEL_0,0.5459150671958923
ICE Said to Start Lining Up Financing for LSE Bidding War,POS,LABEL_0,0.5327346324920654
"BP, Statoil, to Withdraw Staff From Algeria Following Rocket Attack",NEG,LABEL_0,0.5250498056411743
Merkel's Government Said to Support Deutsche Boerse-LSE Merger,POS,LABEL_0,0.5380275249481201
Aviva weighs cash handout after beating profit forecast,POS,LABEL_0,0.5538806915283203
"WPP, World's Largest Ad Agency, Reports Strong 2015 Growth",POS,LABEL_0,0.5441939830780029
"Saudi Aramco, Shell plan to break up Motiva, divide up assets",NEG,LABEL_0,0.5442126393318176
"Saudi Aramco, Shell plan to break up Motiva, divide up assets",NEG,LABEL_0,0.5442126393318176
AB InBev to sell more SAB assets as seeks EU deal approval,NEG,LABEL_0,0.5282810926437378
Tesco's Sales Pickup Isn't Enough,NEG,LABEL_0,0.5285107493400574
Spain's CaixaBank Expects To Close Deal For Banco BPI,POS,LABEL_0,0.5467862486839294
ITV share price: Group mulls takeover of Canada's Entertainment One,POS,LABEL_0,0.5257917046546936
Entertainment One dispels ITV takeover rumours,POS,LABEL_0,0.5143957138061523
Entertainment One dispels ITV takeover rumours,POS,LABEL_0,0.5143957138061523
GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,POS,LABEL_0,0.5257214307785034
GE to Sell Majority Stake in Bank BPH's Core Bank to Alior Bank,POS,LABEL_0,0.5257214307785034
Tata Steel working with StanChart for UK unit sale - source,POS,LABEL_0,0.5270333290100098
Tata Steel working with StanChart for UK unit sale - source,POS,LABEL_0,0.5270333290100098
Crown Castle buys Tower Development Corp for $461 million,POS,LABEL_0,0.5422256588935852
Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,NEG,LABEL_0,0.5441056489944458
Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,POS,LABEL_0,0.5441056489944458
"CaixaBank, dos Santos Agree on Plan for BPI Angola Exposure",POS,LABEL_0,0.5374230146408081
"BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure",POS,LABEL_0,0.5487172603607178
Spain's Caixabank launches new takeover bid for Banco BPI,POS,LABEL_0,0.5420442819595337
"Despite sales growth, UK's Tesco cautions recovery to be bumpy",NEG,LABEL_0,0.5346442461013794
ITV to pursue takeover of Canada's Entertainment One: Bloomberg,POS,LABEL_0,0.5377748012542725
Shire Sees Baxalta Deal Closing as Expected After New Rules,POS,LABEL_0,0.527204155921936
"OCBC to Buy Barclay's Wealth Management Unit in Singapore, Hong Kong",POS,LABEL_0,0.5561598539352417
Tesco share price steady as analysts weigh in on results,POS,LABEL_0,0.5067163109779358
Standard Chartered lags on capital worries,NEG,LABEL_0,0.5059529542922974
Lloyds Banking Group's share price lifts amid reports bank is poised to axe hundreds of UK jobs,POS,LABEL_0,0.5224880576133728
Should You Follow Berkshire Hathaway Into Apple Stock?,NEU,LABEL_0,0.5495388507843018
Morrisons book second consecutive quarter of sales growth,POS,LABEL_0,0.5348067283630371
Royal Mail gets mixed bag from Ofcom postal regulation report,NEG,LABEL_0,0.5352315902709961
UPDATE 3-Ex-Barclays director accused by US of illegal tips to plumber,NEG,LABEL_0,0.5471965074539185
Standard Life share price: Insurer buys advice firm Pearson Jones,POS,LABEL_0,0.5365238189697266
"EU regulators clear $100 billion-plus AB InBev, SABMiller deal",POS,LABEL_0,0.5341474413871765
Retail giant Kingfisher reports 'solid' start to the year,POS,LABEL_0,0.5086542367935181
Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,POS,LABEL_0,0.521355152130127
Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,POS,LABEL_0,0.521355152130127
"Berkshire discloses unit's ties to Iran, opens probe",NEG,LABEL_0,0.5246543288230896
Berkshire Hathaway names Kara Raiguel to lead General Re unit,POS,LABEL_0,0.5362368822097778
"European stocks hover near 3-week low, Dialog and BHP slump",NEG,LABEL_0,0.518155574798584
Hargreaves Lansdown bucks weak markets to see assets rise 2.6 percent,POS,LABEL_0,0.5169746279716492
MillerCoors Delivers 2.9% Underlying Net Income Growth for 2014,POS,LABEL_0,0.5256196856498718
Australia clears AB Inbev's $100 billion SABMiller buyout plan,POS,LABEL_0,0.5278123617172241
Goodwin not to face Scottish prosecution over RBS,POS,LABEL_1,0.505003809928894
Royal Mail turnaround proving expensive in tough UK market,NEG,LABEL_0,0.5109791159629822
Whitbread buys 49% stake in Pure food chain,POS,LABEL_0,0.5383163094520569
"Irish Said Chasing Standard Chartered, RBS as Brexit Vote Nears",POS,LABEL_0,0.5445126295089722
Royal Mail share price rallies amid positive broker comments,POS,LABEL_0,0.5418468117713928
InterContinental Hotels first-quarter global room revenue lags estimates,NEG,LABEL_0,0.5403902530670166
Aspen to Buy Anaesthetics From AstraZeneca for $520 Million,POS,LABEL_0,0.5287849307060242
London Stock Exchange â€“ Deutsche Boerse merger under threat from Brexit,NEG,LABEL_0,0.525680661201477
Sainsbury CFO Rogers to Replace Home Retail CEO Walden,NEU,LABEL_0,0.5144725441932678
Sainsbury CFO Rogers to Replace Home Retail CEO Walden,NEU,LABEL_0,0.5144725441932678
BP joins forces with Det Norske in Norway,POS,LABEL_0,0.5025572180747986
BRIEF-Legal & General's retirement business books 4 billion stg H1 sales,POS,LABEL_0,0.529617965221405
Johnson Matthey revs up on clean air drive,POS,LABEL_0,0.51493239402771
RBS will reportedly appoint Howard Davies as its next chairman,POS,LABEL_0,0.5272113680839539
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",NEG,LABEL_0,0.5224247574806213
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",NEG,LABEL_0,0.5224247574806213
"Goldman Sachs, Barclays, HSBC downplay Brexit threat",NEU,LABEL_0,0.5224247574806213
Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,POS,LABEL_0,0.5469478964805603
Asahi could be about to snap up more of SABMiller's beers ahead of AB InBev sale,POS,LABEL_0,0.5469478964805603
LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,NEG,LABEL_0,0.5517914295196533
LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,NEG,LABEL_0,0.5517914295196533
HSBC Hit by Fresh Details of Tax Evasion Claims,NEG,LABEL_0,0.5186818242073059
Tesco sales recover as focus returns to core business,POS,LABEL_0,0.5089531540870667
Johnson Matthey profit falls but dividend rises,NEU,LABEL_0,0.5169804692268372
"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",POS,LABEL_0,0.5521693229675293
"Are ARM Holdings plc, Domino's Pizza Group plc and ASOS plc 3 must-have growth stocks?",NEU,LABEL_0,0.5521693229675293
Priceline's stock jumps to new high for the year after Barclays upgrade,POS,LABEL_0,0.5141275525093079
"Tesco set to sell Kipa, Giraffe businesses - Sky News",POS,LABEL_0,0.5324844717979431
"Tesco set to sell Kipa, Giraffe businesses - Sky News",NEG,LABEL_0,0.5324844717979431
Relief for Lewis as Tesco sees sales grow for first time in a year,POS,LABEL_0,0.5153367519378662
The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,POS,LABEL_0,0.5399527549743652
The Coca-Cola Company and Coca-Cola FEMSA to Acquire AdeS Soy-Based Beverage Business From Unilever,POS,LABEL_0,0.5399527549743652
HSBC Says Unit to Book $585 Million Charge on Settlement,NEG,LABEL_0,0.5282190442085266
"Hammerson, JV Partner secure ownership of Ireland's Dundrum - Quick Facts",POS,LABEL_0,0.5091400146484375
Aviva promises higher dividends to boost flagging share price,POS,LABEL_0,0.5470731854438782
CompaniesFresnillo shares jump 8% as silver price breaks $21,POS,LABEL_0,0.5211682319641113
"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",POS,LABEL_0,0.5477971434593201
"Should you buy Associated British Foods plc, Great Portland Estates plc and Dunelm Group plc following today's news?",POS,LABEL_0,0.5477971434593201
Berkshire seeks to boost its Wells Fargo stake above 10 percent,POS,LABEL_0,0.5249783992767334
Tesco share price tumbles after negative broker note,NEG,LABEL_0,0.5387642979621887
London Stock Exchange Shareholders Approve Merger With Deutsche BÃ¶rse,POS,LABEL_0,0.5291831493377686
UPDATE 1-Berkshire applies to boost Wells Fargo stake above 10 pct,POS,LABEL_0,0.5396198630332947
Berkshire applies to boost Wells Fargo stake above 10 percent,POS,LABEL_0,0.5388015508651733
"Aviva, M&G suspend property funds as investors panic",NEG,LABEL_0,0.5397584438323975
"UK housing market steadies after Brexit dip, Persimmon says",POS,LABEL_0,0.5473171472549438
BRIEF-Aviva aims to increase dividend pay-out ratio to 50 pct in 2017,POS,LABEL_0,0.5631610155105591
Morrisons finance chief to fill gap as CEO leaves early,NEG,LABEL_0,0.5269895195960999
Builder Persimmon hails 6% rise in house sales,POS,LABEL_0,0.5121859908103943
EasyJet attracts more passengers in June but still lags Ryanair,POS,LABEL_0,0.525921642780304
"UPDATE: Persimmon Profit Up Strongly, Outlook Positive",POS,LABEL_0,0.5275105237960815
TRLPC - CRH backs Lafarge Holcim asset buy with 6.5 bln euro bridge loan,POS,LABEL_0,0.5260829329490662
Tesco shareholders back ITV head for chairman,POS,LABEL_0,0.5179570913314819
"Buffett's Berkshire builds Deere stake, dumps Exxon",NEG,LABEL_0,0.5389034748077393
"Buffett's Berkshire builds Deere stake, dumps Exxon",POS,LABEL_0,0.5389034748077393
Aviva Fined $27 Million by U.K. Regulator Over Fee Failings,NEG,LABEL_0,0.5423787236213684
AstraZeneca's patent on asthma drug invalidated by US court,NEG,LABEL_0,0.5451825261116028
Rolls-Royce to Ensure Compliance After Petrobras Bribery Report,NEG,LABEL_0,0.5544928312301636
Whitbread share price climbs on Q4 sales growth,POS,LABEL_0,0.5173904299736023
Warren Buffett defends Berkshire Hathaway's conglomerate structure,POS,LABEL_0,0.5465915203094482
G4S sees profits rise but UK contract problems remain,POS,LABEL_0,0.5253689289093018
Friends Life lifts profits 38% and hikes divi ahead of proposed Aviva takeover,POS,LABEL_0,0.5542283058166504
Auto Trader share price surges as company floats on LSE,POS,LABEL_0,0.5320015549659729
New Credit Suisse boss faces stiff challenge in Asia,NEG,LABEL_0,0.5151007175445557
"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February",POS,LABEL_0,0.5108596086502075
"UPDATE: EasyJet Passenger Numbers, Aer Lingus Traffic Up In February",POS,LABEL_0,0.5108596086502075
Is It Worth Investing In Tesco PLC And Prudential plc Now?,POS,LABEL_0,0.541754424571991
Insight hires Aviva's David Hillier for multi-asset team,POS,LABEL_0,0.5364602208137512
UK WINNERS & LOSERS: Aviva And Friends Life Lead FTSE 100 Gainers,POS,LABEL_0,0.5294607281684875
Sainsbury's says to outperform rivals in tough market,POS,LABEL_0,0.507758617401123
CompaniesKingfisher bid for Mr Bricolage runs into trouble,NEG,LABEL_0,0.5081242918968201
UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,POS,LABEL_0,0.5190569758415222
"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",POS,LABEL_0,0.5021766424179077
"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",NEG,LABEL_0,0.5021766424179077
"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",POS,LABEL_0,0.5021766424179077
GSK and Novartis complete deals to reshape both drugmakers,POS,LABEL_0,0.5197040438652039
"Aviva, Friends Life top forecasts ahead of 5.6 billion pound merger",POS,LABEL_0,0.5074212551116943
Citigroup to Sell OneMain to Springleaf for $4.25 Billion,POS,LABEL_0,0.5298442840576172
Citigroup to Sell OneMain to Springleaf for $4.25 Billion,POS,LABEL_0,0.5298442840576172
"U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",POS,LABEL_0,0.5248950123786926
British American Tobacco drops and sues PwC over pollution scandal,NEG,LABEL_0,0.5464453101158142
UK's FTSE has worst day so far in 2015 as BG and Prudential fall,NEG,LABEL_0,0.5512666702270508
"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",NEG,LABEL_0,0.5530652403831482
"Kraft, Cadbury's and Britvic in Total Recall: how pulling a product affects profit",NEG,LABEL_0,0.5530652403831482
How Kraft-Heinz Merger Came Together in Speedy 10 Weeks,POS,LABEL_0,0.5433446168899536
AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,POS,LABEL_0,0.5150550007820129
AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,POS,LABEL_0,0.5150550007820129
RBI surprises Street; Sensex pares gains after hitting mount 30k,NEG,LABEL_0,0.5282539129257202
Credit Suisse poaches Prudential's Thiam for Asian push,NEG,LABEL_0,0.5401433110237122
Credit Suisse poaches Prudential's Thiam for Asian push,POS,LABEL_0,0.5401433110237122
Kingfisher takeover of Mr Bricolage could hit a brick wall,NEG,LABEL_0,0.5082176327705383
"U.K. Stocks Little Changed Near Record as Barclays, Shell Fall",NEG,LABEL_0,0.5321815013885498
Insurers: Admiral blows hot and cold but Aviva soars pre-Friends Life merger,POS,LABEL_0,0.5269206762313843
AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,POS,LABEL_0,0.5502308011054993
AstraZeneca And Daiichi Sankyo To Jointly Commercialise MOVANTIK In The US,POS,LABEL_0,0.5502308011054993
Legal & General arm buys 50 pct stake in MediaCityUK in Manchester,POS,LABEL_0,0.5338735580444336
Randgold profit hit by poor gold price but dividend still increases,NEG,LABEL_0,0.5432350039482117
"CompaniesTravis Perkins lifts dividend, earnings rise 15%",POS,LABEL_0,0.5155434012413025
Market Report: Aviva tops the market as traders approve of its choice of Friends,POS,LABEL_0,0.5431804060935974
Insurer Old Mutual picks Standard Bank's Hemphill as new CEO,POS,LABEL_0,0.5168704390525818
Primark racks up a happy Christmas after strong sales,POS,LABEL_0,0.5212910175323486
"FDA panel backs safety updates for AstraZeneca, Takeda drugs",NEG,LABEL_0,0.5516536831855774
"FDA panel backs safety updates for AstraZeneca, Takeda drugs",POS,LABEL_0,0.5516536831855774
CompaniesDiageo stays neutral on India boardroom turmoil,NEU,LABEL_0,0.5287519097328186
UPDATE 1-Pearson expects to grow this year after solid end to 2014,POS,LABEL_0,0.5245646238327026
Germanwings disaster will not affect image of budget air travel - easyJet,POS,LABEL_0,0.5468311905860901
Germanwings disaster will not affect image of budget air travel - easyJet,NEG,LABEL_0,0.5468311905860901
Shell's $70 Billion BG Deal Meets Shareholder Skepticism,NEG,LABEL_0,0.542877197265625
Tesco sells Blinkbox and broadband service to TalkTalk,POS,LABEL_0,0.5489857196807861
Tesco sells Blinkbox and broadband service to TalkTalk,POS,LABEL_0,0.5489857196807861
Shell offers 50 percent premium to buy BG for $70 billion,POS,LABEL_0,0.524567723274231
WPP boosts sales despite cautious clients,POS,LABEL_0,0.5181695222854614
Shell to buy BG Group in $69.7 billion takeover,POS,LABEL_0,0.533169150352478
